date,jour_semaine,mois,jour_mois,semaine_annee,est_weekend,citernes_disponibles,nb_dessertes,temperature,temps_chargement_moyen,taux_remplissage,tonnage,cout_unitaire_mad,cout_total_mad,co2_kg,anomalie
2025-09-13,5,9,13,37,1,67,9,8.4,55.8,0.94,1877.5,19.25,36141.88,1445.7,0
2025-09-14,6,9,14,37,1,70,9,6.6,43.7,0.877,1782.9,17.12,30523.25,1372.8,0
2025-09-15,0,9,15,38,0,71,9,6.6,45.9,0.879,3600.6,18.31,65926.99,2772.5,0
2025-09-16,1,9,16,38,0,73,8,2.7,50.5,0.948,3600.3,18.7,67325.61,2772.2,0
2025-09-17,2,9,17,38,0,72,13,7.7,44.2,0.937,6251.0,19.32,120769.32,4813.3,0
2025-09-18,3,9,18,38,0,70,15,5.9,45.2,0.962,8144.8,18.04,146932.19,6271.5,0
2025-09-19,4,9,19,38,0,70,9,5.3,36.0,0.951,4812.1,19.69,94750.25,3705.3,0
2025-09-20,5,9,20,38,1,72,8,1.4,45.5,0.918,1929.2,18.77,36211.08,1485.5,0
2025-09-21,6,9,21,38,1,74,8,3.9,47.9,0.905,1787.3,17.9,31992.67,1376.2,0
2025-09-22,0,9,22,39,0,69,9,5.7,36.6,0.938,4497.0,18.81,84588.57,3462.7,0
2025-09-23,1,9,23,39,0,68,15,5.7,53.7,0.851,5701.9,18.95,108051.0,4390.5,0
2025-09-24,2,9,24,39,0,61,12,2.2,38.4,0.868,4008.0,18.24,73105.92,3086.2,0
2025-09-25,3,9,25,39,0,64,9,3.4,32.4,0.937,6067.8,19.15,116198.37,4672.2,1
2025-09-26,4,9,26,39,0,67,14,7.4,41.6,0.861,5416.0,20.29,109890.64,4170.3,0
2025-09-27,5,9,27,39,1,73,10,5.3,40.9,0.917,3324.7,19.35,64332.94,2560.0,0
2025-09-28,6,9,28,39,1,61,13,3.8,50.0,0.949,2541.9,18.5,47025.15,1957.3,0
2025-09-29,0,9,29,40,0,65,15,7.2,41.1,0.935,6931.9,19.53,135380.01,5337.6,0
2025-09-30,1,9,30,40,0,75,12,4.1,39.7,0.902,6355.5,18.41,117004.76,4893.7,0
2025-10-01,2,10,1,40,0,70,11,5.4,48.5,0.901,3941.8,18.91,74539.44,3035.2,0
2025-10-02,3,10,2,40,0,70,14,7.3,43.2,0.896,6113.5,19.58,119702.33,4707.4,0
2025-10-03,4,10,3,40,0,68,11,2.2,38.0,0.853,4238.4,17.26,73154.78,3263.6,0
2025-10-04,5,10,4,40,1,72,10,7.1,43.8,0.951,2682.4,18.13,48631.91,2065.4,0
2025-10-05,6,10,5,40,1,69,15,2.8,44.7,0.86,2931.3,19.74,57863.86,2257.1,0
2025-10-06,0,10,6,41,0,60,15,6.8,49.7,0.869,4824.0,18.71,90257.04,3714.5,0
2025-10-07,1,10,7,41,0,74,11,5.7,45.7,0.858,4383.6,18.36,80482.9,3375.4,0
2025-10-08,2,10,8,41,0,71,14,5.8,43.7,0.88,5402.6,17.94,96922.64,4160.0,0
2025-10-09,3,10,9,41,0,69,8,4.0,44.9,0.858,2377.9,19.12,45465.45,1831.0,0
2025-10-10,4,10,10,41,0,66,13,5.6,45.5,0.917,4651.3,18.13,84328.07,3581.5,0
2025-10-11,5,10,11,41,1,68,12,2.9,48.4,0.918,2871.3,18.48,53061.62,2210.9,0
2025-10-12,6,10,12,41,1,75,11,3.5,43.1,0.868,2320.4,17.93,41604.77,1786.7,0
2025-10-13,0,10,13,42,0,66,13,7.2,61.0,0.864,3651.1,18.99,69334.39,2811.3,0
2025-10-14,1,10,14,42,0,68,14,6.0,55.9,0.86,4691.9,16.46,77228.67,3612.8,0
2025-10-15,2,10,15,42,0,64,12,4.4,57.1,0.899,3266.3,19.94,65130.02,2515.1,0
2025-10-16,3,10,16,42,0,67,14,8.1,45.3,0.905,4902.6,17.94,87952.64,3775.0,0
2025-10-17,4,10,17,42,0,63,9,7.7,40.4,0.912,3169.6,18.32,58067.07,2440.6,0
2025-10-18,5,10,18,42,1,65,11,4.7,48.1,0.904,2122.7,18.45,39163.81,1634.5,0
2025-10-19,6,10,19,42,1,60,9,3.5,45.0,0.929,1429.1,19.3,27581.63,1100.4,0
2025-10-20,0,10,20,43,0,62,12,1.8,46.2,0.945,4330.0,19.26,83395.8,3334.1,0
2025-10-21,1,10,21,43,0,66,8,7.1,43.8,0.914,2455.6,17.91,43979.8,1890.8,0
2025-10-22,2,10,22,43,0,71,9,7.3,42.4,0.959,3664.0,18.22,66758.08,2821.3,0
2025-10-23,3,10,23,43,0,75,15,6.3,49.6,0.868,6670.9,17.75,118408.48,5136.6,0
2025-10-24,4,10,24,43,0,65,10,6.1,46.4,0.911,3302.2,18.82,62147.4,2542.7,0
2025-10-25,5,10,25,43,1,66,12,8.1,53.6,0.87,2095.3,19.19,40208.81,1613.4,0
2025-10-26,6,10,26,43,1,66,15,5.9,43.4,0.913,4969.3,18.73,93074.99,3826.4,1
2025-10-27,0,10,27,44,0,72,11,6.5,46.8,0.915,4466.2,19.3,86197.66,3439.0,0
2025-10-28,1,10,28,44,0,70,9,5.7,52.8,0.893,3032.4,18.48,56038.75,2334.9,0
2025-10-29,2,10,29,44,0,71,13,7.2,40.0,0.949,5980.2,18.24,109078.85,4604.8,0
2025-10-30,3,10,30,44,0,63,9,4.8,32.8,0.94,3480.3,19.56,68074.67,2679.8,0
2025-10-31,4,10,31,44,0,65,8,6.0,52.4,0.967,2577.1,18.73,48269.08,1984.4,0
2025-11-01,5,11,1,44,1,75,9,8.7,38.3,0.858,2178.5,18.32,39910.12,1677.4,0
2025-11-02,6,11,2,44,1,71,8,5.4,49.7,0.927,1361.4,19.86,27037.4,1048.3,0
2025-11-03,0,11,3,45,0,65,14,8.6,37.1,0.963,5931.8,18.84,111755.11,4567.5,0
2025-11-04,1,11,4,45,0,62,11,4.2,50.0,0.959,3409.9,19.83,67618.32,2625.6,0
2025-11-05,2,11,5,45,0,70,9,3.3,31.3,0.954,3605.6,19.09,68830.9,2776.3,0
2025-11-06,3,11,6,45,0,73,14,6.4,39.3,0.855,6019.2,18.63,112137.7,4634.8,0
2025-11-07,4,11,7,45,0,66,13,6.0,49.5,0.959,4630.3,18.93,87651.58,3565.3,0
2025-11-08,5,11,8,45,1,63,12,8.8,41.8,0.884,2294.2,19.79,45402.22,1766.5,0
2025-11-09,6,11,9,45,1,67,8,3.3,43.2,0.922,1088.5,17.75,19320.88,838.1,0
2025-11-10,0,11,10,46,0,73,8,8.1,50.4,0.921,3127.6,18.38,57485.29,2408.3,0
2025-11-11,1,11,11,46,0,60,15,7.5,42.2,0.969,5817.9,19.31,112343.65,4479.8,0
2025-11-12,2,11,12,46,0,64,15,8.1,52.0,0.864,4039.3,18.85,76140.81,3110.3,0
2025-11-13,3,11,13,46,0,67,15,8.8,61.1,0.902,4232.1,17.22,72876.76,3258.7,0
2025-11-14,4,11,14,46,0,74,14,9.4,46.4,0.903,6786.1,19.42,131786.06,5225.3,0
2025-11-15,5,11,15,46,1,63,8,5.7,49.7,0.911,1258.6,17.91,22541.53,969.1,0
2025-11-16,6,11,16,46,1,72,10,8.7,45.9,0.922,1926.3,19.69,37928.85,1483.3,0
2025-11-17,0,11,17,47,0,66,13,7.8,43.9,0.893,4188.6,18.47,77363.44,3225.2,0
2025-11-18,1,11,18,47,0,67,10,7.7,32.6,0.874,3091.1,19.03,58823.63,2380.1,0
2025-11-19,2,11,19,47,0,67,8,7.8,45.0,0.851,1812.3,17.97,32567.03,1395.5,0
2025-11-20,3,11,20,47,0,64,12,9.3,61.4,0.885,3076.0,18.97,58351.72,2368.5,0
2025-11-21,4,11,21,47,0,64,8,6.7,46.6,0.891,2249.4,18.51,41636.39,1732.0,0
2025-11-22,5,11,22,47,1,72,15,7.8,41.1,0.897,3721.5,17.39,64716.88,2865.6,0
2025-11-23,6,11,23,47,1,67,12,10.3,54.2,0.887,1696.5,18.6,31554.9,1306.3,0
2025-11-24,0,11,24,48,0,72,14,9.2,41.3,0.932,6429.2,17.88,114954.1,4950.5,0
2025-11-25,1,11,25,48,0,74,11,7.3,43.2,0.9,4629.7,18.55,85880.94,3564.9,0
2025-11-26,2,11,26,48,0,69,10,10.2,44.0,0.93,3615.4,19.49,70464.15,2783.9,0
2025-11-27,3,11,27,48,0,70,12,9.7,49.6,0.955,4852.7,18.75,90988.12,3736.6,0
2025-11-28,4,11,28,48,0,61,12,9.6,40.5,0.867,6343.7,18.35,116406.9,4884.6,1
2025-11-29,5,11,29,48,1,72,14,5.7,49.4,0.938,3462.9,18.8,65102.52,2666.4,0
2025-11-30,6,11,30,48,1,65,10,13.4,40.5,0.883,1646.3,18.03,29682.79,1267.7,0
2025-12-01,0,12,1,49,0,71,11,11.0,47.9,0.953,4470.3,19.07,85248.62,3442.1,0
2025-12-02,1,12,2,49,0,67,10,6.4,52.0,0.922,2736.5,19.29,52787.08,2107.1,0
2025-12-03,2,12,3,49,0,66,9,9.7,37.7,0.867,2361.0,19.05,44977.05,1818.0,0
2025-12-04,3,12,4,49,0,63,10,10.5,44.0,0.926,3039.8,18.35,55780.33,2340.6,0
2025-12-05,4,12,5,49,0,73,10,12.7,37.9,0.923,4868.6,18.09,88072.97,3748.8,0
2025-12-06,5,12,6,49,1,71,13,14.5,42.2,0.867,2930.3,18.49,54181.25,2256.3,0
2025-12-07,6,12,7,49,1,70,10,10.6,47.5,0.855,1590.3,18.24,29007.07,1224.5,0
2025-12-08,0,12,8,50,0,69,10,7.4,42.9,0.958,4146.5,18.27,75756.55,3192.8,0
2025-12-09,1,12,9,50,0,63,9,8.1,36.1,0.891,2590.5,18.6,48183.3,1994.7,0
2025-12-10,2,12,10,50,0,60,12,14.4,46.5,0.95,3745.4,18.12,67866.65,2884.0,0
2025-12-11,3,12,11,50,0,75,12,8.9,39.8,0.966,6057.4,19.02,115211.75,4664.2,0
2025-12-12,4,12,12,50,0,71,14,11.3,38.4,0.925,6443.3,18.3,117912.39,4961.3,0
2025-12-13,5,12,13,50,1,60,10,12.4,50.4,0.918,1681.8,18.85,31701.93,1295.0,0
2025-12-14,6,12,14,50,1,64,15,11.9,41.6,0.915,2751.6,18.83,51812.63,2118.7,0
2025-12-15,0,12,15,51,0,72,14,11.4,46.7,0.945,6162.5,18.24,112404.0,4745.1,0
2025-12-16,1,12,16,51,0,71,13,12.0,38.0,0.968,6261.7,18.46,115590.98,4821.5,0
2025-12-17,2,12,17,51,0,74,14,9.6,39.9,0.874,5812.7,19.46,113115.14,4475.8,0
2025-12-18,3,12,18,51,0,70,15,18.0,43.4,0.954,7023.5,18.7,131339.45,5408.1,0
2025-12-19,4,12,19,51,0,62,14,13.6,54.0,0.965,5009.5,18.39,92124.7,3857.3,0
2025-12-20,5,12,20,51,1,63,12,15.3,43.8,0.957,2660.2,16.44,43733.69,2048.4,0
2025-12-21,6,12,21,51,1,73,12,17.0,43.6,0.937,2967.1,18.78,55722.14,2284.7,0
2025-12-22,0,12,22,52,0,73,12,15.6,41.8,0.883,5494.0,18.86,103616.84,4230.4,0
2025-12-23,1,12,23,52,0,66,13,14.5,49.3,0.867,3674.1,19.03,69918.12,2829.1,0
